price|quantity|type|timestamp
94797000|0.0062|1|2024-04-21 23:41:09
94778000|0.0561|0|2024-04-21 23:41:14
94777000|0.0026|0|2024-04-21 23:41:14
94775000|0.0116|0|2024-04-21 23:41:14
94774000|0.0003|0|2024-04-21 23:41:14
94770000|0.0872|0|2024-04-21 23:41:14
94784000|0.3246|1|2024-04-21 23:41:14
94785000|0.0221|1|2024-04-21 23:41:14
94787000|0.0377|1|2024-04-21 23:41:14
94796000|0.028|1|2024-04-21 23:41:14
94797000|0.0062|1|2024-04-21 23:41:14
94778000|0.0404|0|2024-04-21 23:41:19
94777000|0.0003|0|2024-04-21 23:41:19
94776000|0.0023|0|2024-04-21 23:41:19
94775000|0.0116|0|2024-04-21 23:41:19
94774000|0.0003|0|2024-04-21 23:41:19
94784000|0.3247|1|2024-04-21 23:41:19
94785000|0.0221|1|2024-04-21 23:41:19
94787000|0.0377|1|2024-04-21 23:41:19
94796000|0.0342|1|2024-04-21 23:41:19
94805000|0.0019|1|2024-04-21 23:41:19
94777000|0.0003|0|2024-04-21 23:41:24
94776000|0.0023|0|2024-04-21 23:41:24
94775000|0.0116|0|2024-04-21 23:41:24
94774000|0.0003|0|2024-04-21 23:41:24
94770000|0.0872|0|2024-04-21 23:41:24
94778000|0.0456|1|2024-04-21 23:41:24
94784000|0.3244|1|2024-04-21 23:41:24
94785000|0.0221|1|2024-04-21 23:41:24
94787000|0.0377|1|2024-04-21 23:41:24
94796000|0.0342|1|2024-04-21 23:41:24
94775000|0.0116|0|2024-04-21 23:41:29
94774000|0.0003|0|2024-04-21 23:41:29
94770000|0.0872|0|2024-04-21 23:41:29
94769000|0.026|0|2024-04-21 23:41:29
94767000|0.0131|0|2024-04-21 23:41:29
94778000|0.0458|1|2024-04-21 23:41:29
94796000|0.0062|1|2024-04-21 23:41:29
94800000|0.332|1|2024-04-21 23:41:29
94803000|0.1275|1|2024-04-21 23:41:29
94805000|0.0396|1|2024-04-21 23:41:29
94775000|0.0|0|2024-04-21 23:41:34
94774000|0.0003|0|2024-04-21 23:41:34
94770000|0.0872|0|2024-04-21 23:41:34
94769000|0.026|0|2024-04-21 23:41:34
94767000|0.0131|0|2024-04-21 23:41:34
94778000|0.0457|1|2024-04-21 23:41:34
94795000|0.0021|1|2024-04-21 23:41:34
94800000|0.332|1|2024-04-21 23:41:34
94803000|0.1054|1|2024-04-21 23:41:34
94805000|0.0019|1|2024-04-21 23:41:34
94775000|0.0|0|2024-04-21 23:41:39
94774000|0.0003|0|2024-04-21 23:41:39
94770000|0.0872|0|2024-04-21 23:41:39
94769000|0.026|0|2024-04-21 23:41:39
94767000|0.0131|0|2024-04-21 23:41:39
94778000|0.0457|1|2024-04-21 23:41:39
94795000|0.0021|1|2024-04-21 23:41:39
94800000|0.332|1|2024-04-21 23:41:39
94803000|0.1054|1|2024-04-21 23:41:39
94805000|0.0019|1|2024-04-21 23:41:39
94775000|0.0|0|2024-04-21 23:41:44
94774000|0.0003|0|2024-04-21 23:41:44
94770000|0.0872|0|2024-04-21 23:41:44
94769000|0.026|0|2024-04-21 23:41:44
94767000|0.0131|0|2024-04-21 23:41:44
94778000|0.0457|1|2024-04-21 23:41:44
94794000|0.0061|1|2024-04-21 23:41:44
94800000|0.332|1|2024-04-21 23:41:44
94803000|0.1054|1|2024-04-21 23:41:44
94805000|0.0019|1|2024-04-21 23:41:44
94775000|0.0|0|2024-04-21 23:41:49
94774000|0.0003|0|2024-04-21 23:41:49
94770000|0.0872|0|2024-04-21 23:41:49
94769000|0.026|0|2024-04-21 23:41:49
